,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
812,102/04/15,"23,440,616","2,343,267,705",100.50,101.00,99.10,99.40,-1.10,"6,275"
813,102/04/16,"35,918,924","3,576,311,040",98.20,101.00,98.20,100.50,+1.10,"8,309"
814,102/04/17,"35,897,101","3,598,786,346",101.50,101.50,99.70,100.00,-0.50,"7,663"
815,102/04/18,"33,083,804","3,316,064,572",100.00,101.00,99.40,99.90,-0.10,"7,209"
816,102/04/19,"66,950,314","7,110,036,743",105.50,106.50,105.50,106.50,+6.60,"15,197"
817,102/04/22,"72,502,228","7,859,371,624",108.50,109.50,107.50,108.50,+2.00,"16,146"
818,102/04/23,"46,146,072","4,903,358,892",106.50,107.50,105.50,106.00,-2.50,"10,405"
819,102/04/24,"35,495,750","3,753,132,000",106.50,107.00,104.50,106.00, 0.00,"10,908"
820,102/04/25,"26,287,666","2,792,181,370",106.00,107.00,105.50,107.00,+1.00,"7,044"
821,102/04/26,"36,776,724","3,975,714,992",107.00,109.00,107.00,108.50,+1.50,"11,735"
822,102/04/29,"21,092,377","2,279,129,984",108.50,108.50,107.50,108.00,-0.50,"6,502"
823,102/04/30,"34,612,725","3,772,841,445",108.50,109.50,108.50,109.50,+1.50,"10,732"
824,102/05/02,"38,796,887","4,272,592,070",110.00,111.00,109.00,110.50,+1.00,"10,471"
825,102/05/03,"36,621,737","4,072,080,617",111.50,112.50,110.00,110.00,-0.50,"9,832"
826,102/05/06,"19,393,798","2,156,914,078",111.50,111.50,110.50,111.50,+1.50,"6,706"
827,102/05/07,"22,448,180","2,521,248,290",112.00,113.00,111.00,112.50,+1.00,"7,353"
828,102/05/08,"42,509,709","4,842,348,356",112.50,115.00,112.50,114.50,+2.00,"11,870"
829,102/05/09,"27,606,177","3,186,565,567",116.00,116.00,114.50,115.00,+0.50,"9,101"
830,102/05/10,"27,536,736","3,146,083,904",115.00,115.00,113.50,114.50,-0.50,"7,521"
831,102/05/13,"18,263,266","2,094,696,397",115.00,115.50,114.00,114.50, 0.00,"3,993"
832,102/05/14,"27,855,127","3,224,146,605",115.50,116.50,115.00,115.50,+1.00,"7,881"
833,102/05/15,"29,107,560","3,338,273,993",115.00,116.00,113.50,115.00,-0.50,"6,849"
834,102/05/16,"45,770,439","5,227,824,787",115.00,116.00,113.00,113.50,-1.50,"10,033"
835,102/05/17,"19,316,452","2,177,150,076",112.00,113.50,111.50,113.50, 0.00,"6,145"
836,102/05/20,"16,882,054","1,911,454,937",112.50,114.00,112.50,114.00,+0.50,"4,897"
837,102/05/21,"17,238,193","1,941,365,116",113.00,113.50,112.00,112.50,-1.50,"5,038"
838,102/05/22,"34,068,421","3,821,447,086",112.50,113.50,111.00,112.00,-0.50,"8,462"
839,102/05/23,"46,874,809","5,132,481,372",110.50,111.50,108.00,108.00,-4.00,"12,254"
840,102/05/24,"26,736,102","2,929,037,118",109.50,110.50,108.50,109.50,+1.50,"7,786"
841,102/05/27,"19,161,396","2,129,098,594",109.50,112.00,109.50,112.00,+2.50,"6,339"
842,102/05/28,"22,762,131","2,520,915,219",112.00,112.50,109.50,109.50,-2.50,"5,944"
843,102/05/29,"16,781,832","1,865,802,389",110.50,112.00,110.50,111.00,+1.50,"4,809"
844,102/05/30,"36,121,568","3,987,922,980",111.00,111.50,109.50,110.00,-1.00,"6,534"
845,102/05/31,"37,205,933","4,086,301,119",111.50,111.50,109.00,109.50,-0.50,"7,620"
846,102/06/03,"35,834,419","3,858,216,000",108.00,108.50,106.50,107.50,-2.00,"9,111"
847,102/06/04,"27,476,915","2,987,301,735",109.00,110.00,107.50,109.00,+1.50,"6,964"
848,102/06/05,"25,581,235","2,802,975,365",109.50,110.50,108.50,109.50,+0.50,"4,331"
849,102/06/06,"34,251,239","3,696,663,148",108.50,109.50,107.00,107.50,-2.00,"8,225"
850,102/06/07,"33,085,685","3,599,966,794",108.00,109.50,108.00,108.50,+1.00,"9,288"
851,102/06/10,"21,941,087","2,389,739,825",110.00,110.00,108.00,108.50, 0.00,"5,544"
852,102/06/11,"37,162,875","4,039,110,540",110.00,110.00,108.00,108.00,-0.50,"7,971"
853,102/06/13,"61,059,253","6,426,059,165",106.00,107.00,104.00,104.50,-3.50,"15,038"
854,102/06/14,"41,207,256","4,344,673,136",105.00,106.00,104.50,106.00,+1.50,"8,686"
855,102/06/17,"23,014,898","2,427,943,688",105.50,106.00,105.00,106.00, 0.00,"7,015"
856,102/06/18,"31,676,097","3,345,414,299",105.00,106.50,104.50,106.50,+0.50,"6,753"
857,102/06/19,"22,084,611","2,334,582,437",106.00,106.50,105.00,105.50,-1.00,"5,112"
858,102/06/20,"29,998,376","3,129,908,604",105.00,105.50,103.50,104.00,-1.50,"8,257"
859,102/06/21,"39,844,187","4,087,505,319",102.00,103.50,101.50,103.50,-0.50,"8,632"
860,102/06/24,"54,091,378","5,489,104,333",102.50,102.50,100.00,101.00,-2.50,"12,255"
861,102/06/25,"33,897,665","3,438,163,165",101.00,103.00,101.00,101.00, 0.00,"8,672"
862,102/06/26,"55,865,189","5,734,087,278",103.00,104.00,101.50,101.50,+0.50,"12,682"
863,102/06/27,"46,982,476","4,874,831,619",103.00,105.00,103.00,104.50,+3.00,"12,441"
864,102/06/28,"74,514,857","8,058,161,932",106.00,111.00,105.00,111.00,+6.50,"15,111"
865,102/07/01,"51,935,015","5,643,988,850",109.00,109.50,108.00,108.00,-3.00,"14,947"
866,102/07/02,"44,982,283","4,926,391,907",109.00,110.00,108.50,110.00,+2.00,"12,114"
867,102/07/03,"44,740,088","4,763,771,416",107.00,107.00,105.50,107.00,X0.00,"11,083"
868,102/07/04,"24,500,705","2,612,823,435",106.50,107.00,106.00,107.00, 0.00,"7,185"
869,102/07/05,"28,276,621","3,076,586,844",107.50,109.50,107.00,109.00,+2.00,"8,054"
870,102/07/08,"32,770,668","3,465,016,640",107.00,108.00,104.50,105.00,-4.00,"8,927"
871,102/07/09,"35,511,970","3,723,458,270",104.50,106.50,103.50,106.00,+1.00,"7,985"
872,102/07/10,"22,082,402","2,339,157,112",104.50,107.00,104.50,106.00, 0.00,"6,180"
873,102/07/11,"56,918,428","6,191,867,732",107.50,109.50,107.50,109.50,+3.50,"13,597"
874,102/07/12,"31,046,000","3,400,554,500",109.50,110.00,108.50,110.00,+0.50,"8,347"
875,102/07/15,"33,373,340","3,638,316,428",108.50,109.50,108.00,109.50,-0.50,"7,527"
876,102/07/16,"35,961,041","3,873,701,928",108.50,109.00,107.00,108.00,-1.50,"7,121"
877,102/07/17,"40,121,705","4,346,512,130",108.00,109.00,107.00,109.00,+1.00,"7,538"
878,102/07/18,"53,223,397","5,664,708,225",107.50,108.00,105.50,105.50,-3.50,"10,862"
879,102/07/19,"123,330,486","12,202,689,402",99.40,99.70,98.20,98.20,-7.30,"33,783"
880,102/07/22,"88,048,437","8,606,772,405",98.00,98.40,96.90,97.00,-1.20,"23,948"
881,102/07/23,"85,595,131","8,570,434,000",98.50,101.50,98.50,100.00,+3.00,"20,652"
882,102/07/24,"58,355,933","5,938,843,166",100.50,103.00,100.00,102.00,+2.00,"13,201"
883,102/07/25,"37,559,307","3,849,460,654",102.00,103.50,101.00,102.50,+0.50,"9,555"
884,102/07/26,"31,817,666","3,249,114,932",103.00,103.00,101.00,102.50, 0.00,"7,680"
885,102/07/29,"38,334,123","3,858,681,300",100.00,101.50,100.00,100.00,-2.50,"9,559"
886,102/07/30,"33,871,602","3,442,691,070",100.50,102.50,100.50,102.00,+2.00,"8,756"
887,102/07/31,"36,997,795","3,780,910,590",101.50,103.00,101.00,102.50,+0.50,"7,128"
888,102/08/01,"32,509,794","3,285,635,040",102.00,102.00,100.00,100.50,-2.00,"7,756"
889,102/08/02,"28,039,940","2,845,200,929",102.50,103.00,100.00,100.50, 0.00,"7,866"
890,102/08/05,"23,372,612","2,349,053,712",100.00,101.50,99.90,100.50, 0.00,"6,400"
891,102/08/06,"42,787,275","4,242,132,263",100.50,100.50,98.60,98.80,-1.70,"13,012"
892,102/08/07,"45,969,616","4,484,924,070",98.50,98.50,97.00,97.00,-1.80,"15,082"
893,102/08/08,"55,873,275","5,383,171,749",96.00,97.10,95.30,96.40,-0.60,"14,412"
894,102/08/09,"47,192,333","4,585,250,023",100.00,100.00,96.40,96.40, 0.00,"13,162"
895,102/08/12,"33,454,945","3,215,945,925",96.40,96.70,95.60,96.00,-0.40,"10,395"
896,102/08/13,"34,392,082","3,332,838,031",96.00,97.40,96.00,97.20,+1.20,"9,192"
897,102/08/14,"44,023,158","4,245,439,666",96.00,97.30,95.80,96.80,-0.40,"9,471"
898,102/08/15,"42,687,594","4,096,103,714",96.40,96.40,95.30,96.00,-0.80,"13,251"
899,102/08/16,"37,698,875","3,632,993,006",95.40,97.50,95.20,96.50,+0.50,"11,061"
900,102/08/19,"52,061,061","4,975,788,608",95.50,96.10,95.30,95.50,-1.00,"11,661"
901,102/08/20,"42,471,292","4,029,465,558",95.20,95.40,94.40,94.40,-1.10,"13,924"
902,102/08/22,"60,311,712","5,666,452,853",93.00,94.90,92.90,94.50,+0.10,"15,238"
903,102/08/23,"44,454,018","4,301,442,889",95.70,97.30,95.50,97.00,+2.50,"12,547"
904,102/08/26,"18,698,683","1,810,213,458",97.60,97.60,96.10,96.80,-0.20,"6,745"
905,102/08/27,"24,474,640","2,352,807,871",96.00,96.80,95.60,95.60,-1.20,"7,827"
906,102/08/28,"35,977,333","3,476,155,213",95.60,97.30,95.10,96.80,+1.20,"10,927"
907,102/08/29,"52,396,628","5,026,886,622",96.90,98.90,96.90,98.70,+1.90,"11,284"
908,102/08/30,"38,965,628","3,890,537,600",99.60,100.50,98.80,100.50,+1.80,"11,441"
909,102/09/02,"30,859,517","3,120,032,522",100.00,102.00,99.60,102.00,+1.50,"10,416"
910,102/09/03,"33,838,396","3,462,383,175",103.00,103.00,101.50,102.00, 0.00,"10,651"
911,102/09/04,"25,229,190","2,540,221,572",100.50,101.50,100.00,100.50,-1.50,"8,405"
912,102/09/05,"35,890,329","3,625,656,509",100.50,101.50,100.00,101.50,+1.00,"6,991"
913,102/09/06,"25,342,215","2,577,284,287",102.00,102.00,101.00,102.00,+0.50,"6,824"
914,102/09/09,"33,083,237","3,384,738,473",102.50,103.00,101.00,103.00,+1.00,"9,300"
915,102/09/10,"37,392,161","3,877,481,244",103.00,104.50,102.50,104.50,+1.50,"10,178"
916,102/09/11,"41,349,427","4,301,437,408",103.00,104.50,102.50,104.50, 0.00,"8,961"
917,102/09/12,"32,865,283","3,411,851,649",103.00,104.50,103.00,103.50,-1.00,"7,435"
918,102/09/13,"23,635,017","2,423,125,734",102.50,103.00,102.00,102.50,-1.00,"6,354"
919,102/09/14,"5,222,316","537,513,232",102.50,103.50,102.00,102.50, 0.00,"2,440"
920,102/09/16,"40,693,136","4,271,620,780",104.00,105.50,104.00,105.50,+3.00,"12,903"
921,102/09/17,"25,467,674","2,678,016,770",105.50,105.50,104.50,105.50, 0.00,"5,644"
922,102/09/18,"34,987,213","3,638,209,439",105.00,105.50,103.00,103.00,-2.50,"5,930"
923,102/09/23,"57,281,171","5,999,783,595",103.00,106.00,102.50,105.50,+2.50,"11,435"
924,102/09/24,"28,676,262","3,010,502,846",105.00,105.50,104.00,105.00,-0.50,"6,370"
925,102/09/25,"35,289,731","3,646,816,293",104.50,104.50,103.00,103.00,-2.00,"9,153"
926,102/09/26,"23,059,548","2,360,281,896",103.50,103.50,101.50,101.50,-1.50,"5,431"
927,102/09/27,"26,663,268","2,741,683,791",103.50,103.50,102.00,103.00,+1.50,"5,626"
928,102/09/30,"46,224,704","4,656,013,654",100.50,102.00,100.00,100.50,-2.50,"11,263"
929,102/10/01,"22,927,118","2,325,091,268",100.50,102.50,100.50,101.50,+1.00,"5,825"
930,102/10/02,"14,707,576","1,512,762,735",103.50,103.50,102.00,103.00,+1.50,"5,617"
931,102/10/03,"50,840,661","5,340,048,052",103.50,106.00,103.00,105.00,+2.00,"14,268"
932,102/10/04,"21,986,837","2,291,309,445",104.50,105.00,103.50,104.00,-1.00,"5,554"
933,102/10/07,"24,399,946","2,513,633,238",103.50,104.00,102.00,103.00,-1.00,"5,290"
934,102/10/08,"35,150,548","3,674,048,146",103.50,105.50,103.00,105.00,+2.00,"5,955"
935,102/10/09,"26,186,338","2,740,679,712",104.00,105.50,103.00,105.00, 0.00,"5,570"
936,102/10/11,"59,435,121","6,324,314,706",105.00,107.50,105.00,106.50,+1.50,"14,696"
937,102/10/14,"18,800,943","1,986,474,649",106.50,106.50,105.00,105.00,-1.50,"5,172"
938,102/10/15,"21,681,637","2,311,916,289",106.50,107.00,106.00,107.00,+2.00,"5,043"
939,102/10/16,"19,077,342","2,035,487,538",108.00,108.00,106.00,106.00,-1.00,"5,610"
940,102/10/17,"28,186,591","3,025,093,891",107.50,108.00,107.00,107.00,+1.00,"7,058"
941,102/10/18,"60,125,471","6,569,127,705",108.50,110.00,108.50,110.00,+3.00,"16,771"
942,102/10/21,"41,327,324","4,564,211,140",111.00,111.50,109.50,110.00, 0.00,"9,241"
943,102/10/22,"39,837,171","4,417,862,980",110.00,111.50,109.50,111.50,+1.50,"8,828"
944,102/10/23,"23,057,730","2,551,942,600",111.00,111.50,110.00,111.00,-0.50,"5,675"
945,102/10/24,"21,570,336","2,359,165,210",109.00,110.00,108.50,110.00,-1.00,"7,246"
946,102/10/25,"37,244,499","4,000,380,973",108.50,109.00,106.50,107.00,-3.00,"11,658"
947,102/10/28,"21,241,672","2,317,241,248",108.00,109.50,107.50,109.50,+2.50,"5,634"
948,102/10/29,"21,531,323","2,344,396,207",108.50,109.50,108.00,109.50, 0.00,"4,061"
949,102/10/30,"16,768,421","1,836,449,949",109.00,110.00,109.00,110.00,+0.50,"4,443"
950,102/10/31,"23,098,870","2,520,404,080",108.50,109.50,108.00,109.50,-0.50,"4,626"
951,102/11/01,"10,870,454","1,190,799,986",110.50,110.50,108.50,109.50, 0.00,"3,795"
952,102/11/04,"9,642,456","1,047,704,248",108.00,109.00,108.00,109.00,-0.50,"4,622"
953,102/11/05,"21,861,325","2,348,231,599",108.50,109.00,106.50,106.50,-2.50,"6,414"
954,102/11/06,"17,440,575","1,865,571,385",106.50,107.50,106.50,107.00,+0.50,"7,155"
955,102/11/07,"15,944,496","1,700,975,572",107.00,107.50,106.00,107.00, 0.00,"5,026"
956,102/11/08,"31,481,367","3,333,228,352",105.00,106.50,105.00,106.00,-1.00,"7,421"
957,102/11/11,"21,491,766","2,253,064,518",105.00,106.00,104.50,104.50,-1.50,"8,709"
958,102/11/12,"31,992,852","3,363,418,490",106.00,106.00,104.50,105.00,+0.50,"6,868"
959,102/11/13,"26,708,973","2,772,020,219",105.00,105.00,103.00,103.00,-2.00,"8,182"
960,102/11/14,"29,933,608","3,113,410,393",104.00,104.50,103.50,103.50,+0.50,"7,251"
961,102/11/15,"19,904,673","2,068,729,812",103.50,104.50,103.50,104.00,+0.50,"5,083"
962,102/11/18,"25,297,464","2,641,543,756",104.50,105.00,104.00,104.00, 0.00,"6,957"
963,102/11/19,"34,510,121","3,613,948,121",104.50,105.50,104.00,105.00,+1.00,"8,014"
964,102/11/20,"46,675,350","4,813,555,110",104.00,104.00,102.50,103.00,-2.00,"10,990"
965,102/11/21,"57,002,648","5,764,943,473",102.00,103.00,100.50,101.00,-2.00,"14,431"
966,102/11/22,"57,158,109","5,760,006,926",100.00,101.50,100.00,100.00,-1.00,"13,182"
967,102/11/25,"30,949,392","3,142,230,092",101.00,102.50,101.00,101.00,+1.00,"7,929"
968,102/11/26,"47,194,676","4,885,738,532",102.00,105.00,101.50,103.50,+2.50,"11,490"
969,102/11/27,"22,853,577","2,391,973,585",105.00,105.50,104.50,105.00,+1.50,"6,528"
970,102/11/28,"22,995,978","2,413,773,679",105.00,105.50,104.50,105.00, 0.00,"6,169"
971,102/11/29,"34,465,306","3,609,926,445",104.50,105.00,104.00,105.00, 0.00,"5,923"
972,102/12/02,"19,042,556","1,994,578,324",105.00,105.50,104.00,104.50,-0.50,"4,418"
973,102/12/03,"26,811,219","2,795,162,276",104.00,105.00,103.50,104.00,-0.50,"4,779"
974,102/12/04,"23,630,506","2,477,199,932",103.50,105.50,103.50,105.00,+1.00,"5,304"
975,102/12/05,"25,209,310","2,621,454,740",105.00,105.00,103.50,104.00,-1.00,"5,844"
976,102/12/06,"25,358,888","2,629,648,379",103.00,104.50,103.00,103.00,-1.00,"5,835"
977,102/12/09,"23,971,547","2,508,093,125",104.00,105.00,104.00,105.00,+2.00,"5,324"
978,102/12/10,"22,935,827","2,395,317,608",104.50,105.00,104.00,104.00,-1.00,"4,643"
979,102/12/11,"24,614,282","2,572,981,941",103.50,105.00,103.50,105.00,+1.00,"7,385"
980,102/12/12,"18,536,758","1,918,939,414",104.50,104.50,103.00,103.00,-2.00,"5,445"
981,102/12/13,"28,297,055","2,910,409,165",102.50,103.50,102.50,102.50,-0.50,"7,034"
982,102/12/16,"18,772,079","1,920,338,558",102.50,103.00,102.00,102.00,-0.50,"6,032"
983,102/12/17,"26,232,839","2,719,517,917",103.00,104.50,103.00,103.50,+1.50,"6,356"
984,102/12/18,"66,102,080","6,714,534,840",102.50,103.00,101.00,101.00,-2.50,"15,072"
985,102/12/19,"27,824,774","2,839,659,307",102.00,103.00,101.50,102.50,+1.50,"6,192"
986,102/12/20,"37,618,688","3,848,115,676",101.50,103.50,101.50,102.00,-0.50,"8,353"
987,102/12/23,"28,393,645","2,950,613,229",103.00,104.50,103.00,104.00,+2.00,"6,994"
988,102/12/24,"14,079,188","1,454,251,243",104.00,104.00,103.00,103.00,-1.00,"3,724"
989,102/12/25,"9,789,067","1,008,674,401",102.50,103.50,102.50,103.00, 0.00,"2,848"
990,102/12/26,"6,793,911","704,185,262",103.00,104.00,103.00,104.00,+1.00,"1,135"
991,102/12/27,"24,135,217","2,507,210,568",103.50,104.50,103.00,104.50,+0.50,"5,626"
992,102/12/30,"44,280,098","4,659,244,781",104.00,106.00,104.00,106.00,+1.50,"10,564"
993,102/12/31,"24,484,653","2,582,678,065",105.50,106.00,105.00,105.50,-0.50,"6,632"
994,103/01/02,"15,133,724","1,578,860,796",105.00,105.50,103.50,104.50,-1.00,"4,136"
995,103/01/03,"41,160,529","4,220,062,918",103.00,103.00,102.00,102.50,-2.00,"8,524"
996,103/01/06,"23,729,719","2,432,745,661",102.00,103.00,102.00,102.50, 0.00,"4,874"
997,103/01/07,"18,803,694","1,907,188,388",102.50,103.00,102.00,102.00,-0.50,"5,529"
998,103/01/08,"30,933,475","3,209,563,219",103.00,104.50,102.50,104.00,+2.00,"7,305"
999,103/01/09,"64,221,769","6,522,626,520",102.50,103.00,100.50,101.00,-3.00,"19,873"
1000,103/01/10,"36,289,948","3,703,540,624",102.00,102.50,101.50,102.00,+1.00,"7,619"
1001,103/01/13,"22,080,716","2,273,073,754",103.00,103.50,102.50,103.00,+1.00,"6,282"
1002,103/01/14,"21,718,294","2,237,629,782",102.50,103.50,102.00,103.50,+0.50,"5,256"
1003,103/01/15,"54,458,036","5,722,578,780",104.00,106.00,104.00,105.00,+1.50,"15,415"
1004,103/01/16,"49,601,100","5,301,040,094",106.00,107.50,106.00,107.00,+2.00,"16,279"
1005,103/01/17,"55,767,194","6,014,453,565",108.00,108.50,107.00,107.50,+0.50,"15,038"
1006,103/01/20,"24,299,123","2,622,482,683",107.00,108.50,107.00,107.50, 0.00,"8,533"
1007,103/01/21,"25,121,036","2,695,028,292",108.50,108.50,106.00,106.50,-1.00,"6,334"
1008,103/01/22,"28,726,849","3,065,077,343",106.00,107.50,106.00,107.50,+1.00,"7,549"
1009,103/01/23,"28,308,805","3,055,374,935",108.50,108.50,107.50,107.50, 0.00,"7,461"
1010,103/01/24,"34,059,356","3,671,261,247",107.00,108.50,107.00,108.00,+0.50,"8,172"
1011,103/01/27,"65,271,057","6,848,753,986",106.00,106.50,104.00,105.00,-3.00,"17,118"
1012,103/02/05,"147,198,405","14,922,299,001",102.00,102.00,100.50,100.50,-4.50,"37,866"
1013,103/02/06,"73,840,243","7,540,841,366",101.00,103.00,101.00,102.00,+1.50,"16,321"
1014,103/02/07,"54,185,812","5,628,604,948",103.50,104.50,103.00,104.00,+2.00,"14,854"
1015,103/02/10,"26,243,521","2,725,145,903",104.00,104.50,103.00,103.00,-1.00,"7,897"
1016,103/02/11,"23,523,880","2,436,083,720",104.50,105.00,104.00,104.50,+1.50,"6,947"
1017,103/02/12,"25,305,882","2,661,441,170",105.00,105.50,104.50,105.00,+0.50,"7,138"
1018,103/02/13,"19,625,423","2,067,832,915",105.00,106.00,105.00,105.00, 0.00,"5,781"
1019,103/02/14,"42,737,744","4,578,772,108",106.50,107.50,106.50,107.50,+2.50,"14,580"
1020,103/02/17,"34,368,373","3,714,458,464",108.00,108.50,107.50,108.50,+1.00,"11,664"
1021,103/02/18,"22,289,965","2,403,989,204",108.50,108.50,107.50,108.00,-0.50,"5,778"
1022,103/02/19,"28,886,535","3,102,602,484",108.00,108.00,107.00,108.00, 0.00,"7,006"
1023,103/02/20,"28,469,515","3,029,358,090",106.50,107.00,106.00,106.50,-1.50,"6,646"
1024,103/02/21,"31,505,340","3,381,313,380",107.00,107.50,107.00,107.50,+1.00,"7,819"
1025,103/02/24,"32,057,819","3,435,891,697",107.50,108.00,106.00,107.00,-0.50,"6,992"
1026,103/02/25,"34,350,129","3,685,266,810",107.50,108.00,106.50,108.00,+1.00,"6,570"
1027,103/02/26,"34,982,996","3,762,870,072",107.50,108.00,107.00,107.50,-0.50,"5,182"
1028,103/02/27,"49,352,141","5,323,712,132",107.50,108.00,107.50,108.00,+0.50,"7,531"
1029,103/03/03,"62,467,129","6,706,761,665",108.00,108.00,106.50,108.00, 0.00,"10,046"
1030,103/03/04,"48,939,593","5,273,707,058",108.00,108.00,107.50,107.50,-0.50,"9,493"
1031,103/03/05,"55,447,701","6,074,004,809",108.50,110.00,108.50,110.00,+2.50,"16,511"
1032,103/03/06,"72,622,868","8,142,187,484",110.00,113.50,110.00,113.00,+3.00,"18,144"
1033,103/03/07,"66,916,749","7,649,451,186",114.00,115.00,113.50,114.50,+1.50,"17,219"
1034,103/03/10,"38,430,338","4,354,521,623",114.50,114.50,112.50,113.00,-1.50,"9,237"
1035,103/03/11,"29,182,885","3,324,036,739",113.50,114.50,113.50,114.00,+1.00,"9,133"
1036,103/03/12,"18,414,771","2,073,574,352",112.50,113.00,112.00,113.00,-1.00,"5,218"
1037,103/03/13,"59,080,824","6,890,677,534",116.50,117.50,115.50,116.50,+3.50,"16,969"
1038,103/03/14,"47,105,032","5,396,134,366",115.00,115.50,114.00,115.00,-1.50,"12,132"
1039,103/03/17,"33,910,334","3,854,652,365",114.50,115.00,113.00,114.00,-1.00,"8,995"
1040,103/03/18,"37,517,456","4,285,097,984",114.50,115.00,113.50,114.50,+0.50,"7,396"
1041,103/03/19,"35,237,094","4,023,833,316",114.50,115.00,113.50,114.50, 0.00,"6,589"
1042,103/03/20,"46,512,209","5,232,891,154",113.00,113.50,112.00,112.00,-2.50,"13,078"
1043,103/03/21,"60,438,012","6,807,696,918",114.00,114.00,112.00,112.50,+0.50,"7,294"
1044,103/03/24,"29,607,569","3,320,400,583",111.50,112.50,111.50,112.50, 0.00,"7,098"
1045,103/03/25,"38,070,794","4,291,636,589",111.50,113.50,111.50,113.50,+1.00,"6,933"
1046,103/03/26,"45,234,160","5,211,750,315",115.50,116.00,114.50,115.50,+2.00,"12,860"
1047,103/03/27,"31,399,282","3,609,273,026",114.50,116.00,114.00,116.00,+0.50,"8,641"
1048,103/03/28,"43,794,489","5,107,684,713",116.00,117.50,115.50,117.50,+1.50,"12,521"
1049,103/03/31,"47,146,441","5,550,959,038",118.00,118.50,116.50,118.50,+1.00,"8,839"
1050,103/04/01,"40,636,462","4,834,224,978",119.00,119.50,118.50,119.50,+1.00,"12,571"
1051,103/04/02,"43,684,651","5,238,971,816",120.50,121.00,119.00,120.00,+0.50,"9,400"
1052,103/04/03,"37,000,420","4,374,998,060",118.50,119.00,117.50,118.50,-1.50,"10,198"
1053,103/04/07,"45,254,843","5,305,535,631",117.50,118.00,116.50,117.50,-1.00,"11,316"
1054,103/04/08,"43,894,168","5,173,993,549",117.00,119.50,117.00,119.00,+1.50,"9,396"
1055,103/04/09,"29,648,114","3,548,296,766",119.50,120.00,119.00,119.00, 0.00,"8,284"
1056,103/04/10,"27,215,773","3,243,663,187",119.00,119.50,118.50,119.50,+0.50,"7,229"
1057,103/04/11,"34,847,792","4,153,152,840",118.50,120.00,118.00,120.00,+0.50,"7,639"
1058,103/04/14,"31,053,034","3,738,450,410",120.00,121.00,120.00,120.50,+0.50,"8,739"
1059,103/04/15,"29,397,114","3,579,955,408",121.50,122.50,121.00,122.50,+2.00,"9,839"
1060,103/04/16,"51,075,652","6,208,178,396",121.50,122.50,121.00,121.00,-1.50,"10,989"
1061,103/04/17,"36,418,501","4,374,322,920",120.50,121.50,119.00,120.00,-1.00,"9,152"
1062,103/04/18,"32,921,335","4,023,630,870",122.50,123.00,121.00,123.00,+3.00,"9,515"
1063,103/04/21,"24,162,522","2,938,646,120",122.00,122.00,121.00,121.50,-1.50,"5,868"
1064,103/04/22,"27,034,052","3,282,075,077",121.00,122.50,120.50,121.50, 0.00,"5,886"
1065,103/04/23,"34,358,023","4,181,126,643",123.00,123.00,120.50,121.00,-0.50,"8,145"
1066,103/04/24,"25,524,592","3,080,805,399",121.00,121.00,120.00,121.00, 0.00,"6,289"
1067,103/04/25,"49,438,252","5,889,185,811",121.00,121.00,118.00,118.50,-2.50,"11,457"
1068,103/04/28,"28,068,430","3,344,699,670",118.50,120.00,117.50,119.00,+0.50,"7,030"
1069,103/04/29,"21,811,790","2,618,945,800",120.50,121.00,119.00,120.50,+1.50,"4,991"
1070,103/04/30,"44,124,133","5,237,519,729",120.00,120.50,117.00,118.50,-2.00,"9,169"
1071,103/05/02,"45,030,119","5,324,516,642",119.00,119.50,117.00,118.00,-0.50,"9,573"
1072,103/05/05,"28,887,828","3,374,584,476",117.50,118.00,116.00,117.00,-1.00,"8,961"
1073,103/05/06,"27,525,257","3,247,099,826",117.00,119.00,116.50,118.00,+1.00,"5,217"
1074,103/05/07,"33,276,563","3,931,216,686",118.00,119.00,117.50,118.50,+0.50,"6,945"
1075,103/05/08,"30,096,125","3,594,265,403",119.50,120.00,119.00,119.50,+1.00,"5,599"
1076,103/05/09,"23,287,585","2,785,144,700",120.00,120.00,119.00,120.00,+0.50,"6,405"
1077,103/05/12,"37,048,901","4,390,300,238",119.50,120.00,117.50,118.50,-1.50,"6,664"
1078,103/05/13,"24,046,010","2,894,574,200",120.00,121.00,119.50,120.50,+2.00,"7,767"
1079,103/05/14,"32,903,344","3,991,162,751",121.00,122.00,120.50,122.00,+1.50,"9,719"
1080,103/05/15,"16,813,508","2,040,805,195",121.00,122.00,120.50,122.00, 0.00,"5,040"
1081,103/05/16,"28,679,719","3,497,688,718",122.00,123.00,121.00,122.00, 0.00,"7,047"
1082,103/05/19,"20,829,956","2,524,459,168",122.00,122.50,121.00,121.00,-1.00,"5,325"
1083,103/05/20,"25,402,168","3,088,614,323",122.00,122.00,121.00,121.00, 0.00,"7,109"
1084,103/05/21,"24,218,702","2,935,442,563",122.00,122.00,120.50,120.50,-0.50,"6,337"
1085,103/05/22,"26,336,625","3,198,768,892",121.50,122.00,121.00,122.00,+1.50,"5,227"
1086,103/05/23,"31,778,175","3,866,486,107",121.00,122.50,121.00,122.00, 0.00,"6,260"
1087,103/05/26,"19,854,258","2,439,783,565",123.00,123.50,122.00,123.00,+1.00,"7,319"
1088,103/05/27,"18,301,066","2,259,936,878",122.50,124.00,122.50,123.50,+0.50,"6,092"
